0	21.3588709677
1	13.1814516129
2	14.9112903226
3	11.6088709677
4	17.4274193548
5	17.4274193548
6	19.1572580645
7	17.1129032258
8	16.4838709677
9	25.9193548387
10	10.3508064516
11	12.8669354839
12	17.8991935484
13	17.7419354839
14	13.810483871
15	21.8306451613
16	11.6088709677
17	8.46370967742
18	17.5846774194
19	15.3830645161
20	14.5967741935
21	14.5967741935
22	12.5524193548
23	11.7661290323
24	16.6411290323
25	10.9798387097
26	16.9556451613
27	10.6653225806
28	15.2258064516
29	17.8991935484
30	14.7540322581
31	17.8991935484
32	14.439516129
33	20.1008064516
34	6.89112903226
35	16.3266129032
36	14.9112903226
37	17.2701612903
38	15.2258064516
39	19.0
40	27.0201612903
41	20.1008064516
42	13.3387096774
43	23.2459677419
44	23.875
45	12.3951612903
46	13.0241935484
47	15.3830645161
48	14.9112903226
49	11.2943548387
50	17.8991935484
51	9.56451612903
52	15.8548387097
53	13.9677419355
54	15.0685483871
55	12.8669354839
56	9.40725806452
57	14.7540322581
58	13.1814516129
59	11.1370967742
60	18.8427419355
61	17.8991935484
62	8.93548387097
63	15.0685483871
64	20.1008064516
65	12.3951612903
66	14.439516129
67	14.9112903226
68	16.1693548387
69	15.8548387097
70	9.56451612903
71	12.8669354839
72	16.6411290323
73	13.1814516129
74	14.439516129
75	12.7096774194
76	12.7096774194
77	16.9556451613
78	12.5524193548
79	12.3951612903
80	9.40725806452
81	10.9798387097
82	19.314516129
83	11.6088709677
84	8.62096774194
85	9.25
86	12.3951612903
87	11.1370967742
88	19.6290322581
89	16.3266129032
90	16.1693548387
91	13.3387096774
92	26.8629032258
93	21.0443548387
94	14.125
95	23.0887096774
96	23.4032258065
97	14.7540322581
98	13.4959677419
99	12.3951612903
100	11.7661290323
101	15.2258064516
102	10.1935483871
103	15.3830645161
104	19.9435483871
105	14.439516129
106	16.1693548387
107	14.125
108	12.3951612903
109	14.9112903226
110	16.9556451613
111	21.2016129032
112	11.7661290323
113	12.5524193548
114	23.0887096774
115	9.56451612903
116	16.7983870968
117	13.6532258065
118	16.4838709677
119	16.0120967742
120	21.2016129032
121	13.0241935484
122	12.0806451613
123	13.6532258065
124	14.125
125	13.4959677419
126	29.3790322581
127	16.3266129032
128	9.25
129	13.4959677419
130	15.5403225806
131	17.8991935484
132	20.2580645161
133	13.6532258065
134	13.0241935484
135	13.1814516129
136	19.1572580645
137	19.0
138	23.0887096774
139	12.5524193548
140	15.2258064516
